countryPair,scoreSum,Country1,Country2,same
SWD-MLI,1270,SWD,MLI,False
CHN-TKM,1270,CHN,TKM,False
MEX-GMY,1270,MEX,GMY,False
CAP-TUR,1270,CAP,TUR,False
TKM-CHN,1270,TKM,CHN,False
BOT-UZB,1270,BOT,UZB,False
ETM-UAE,1270,ETM,UAE,False
TUR-CAP,1270,TUR,CAP,False
PAN-POL,1270,PAN,POL,False
MAA-CHA,1270,MAA,CHA,False
SLV-COS,1270,SLV,COS,False
COS-SLV,1270,COS,SLV,False
MLI-SWD,1270,MLI,SWD,False
GMY-MEX,1270,GMY,MEX,False
MZM-AUS,1270,MZM,AUS,False
WSM-DEN,1270,WSM,DEN,False
BUI-IND,1270,BUI,IND,False
NTH-BRA,1270,NTH,BRA,False
POL-PAN,1270,POL,PAN,False
CHA-MAA,1270,CHA,MAA,False
PAR-ITA,1270,PAR,ITA,False
BRA-NTH,1270,BRA,NTH,False
ALG-TUR,1269,ALG,TUR,False
GUI-NEW,1269,GUI,NEW,False
URU-NTH,1269,URU,NTH,False
TKM-BEN,1269,TKM,BEN,False
SAL-MLD,1269,SAL,MLD,False
NEW-GUI,1269,NEW,GUI,False
MLD-SAL,1269,MLD,SAL,False
POL-URU,1269,POL,URU,False
GAM-MAG,1269,GAM,MAG,False
MAG-GAM,1269,MAG,GAM,False
NTH-URU,1269,NTH,URU,False
ETM-INS,1269,ETM,INS,False
URU-LIT,1269,URU,LIT,False
IRE-TAZ,1269,IRE,TAZ,False
LIT-URU,1269,LIT,URU,False
DJI-JPN,1269,DJI,JPN,False
TUR-ALG,1269,TUR,ALG,False
TAZ-IRE,1269,TAZ,IRE,False
INS-ETM,1269,INS,ETM,False
JPN-DJI,1269,JPN,DJI,False
ITA-WSM,1269,ITA,WSM,False
URU-POL,1269,URU,POL,False
BEN-TKM,1269,BEN,TKM,False
WSM-ITA,1269,WSM,ITA,False
VAN-SIE,1268,VAN,SIE,False
BLR-NEW,1268,BLR,NEW,False
CHA-CDI,1268,CHA,CDI,False
LIT-PAN,1268,LIT,PAN,False
CDI-CHA,1268,CDI,CHA,False
ETM-AFG,1268,ETM,AFG,False
BRA-POL,1268,BRA,POL,False
PER-HUN,1268,PER,HUN,False
ROK-BLZ,1268,ROK,BLZ,False
HUN-PER,1268,HUN,PER,False
AUS-MAL,1268,AUS,MAL,False
BLZ-ROK,1268,BLZ,ROK,False
PAN-LIT,1268,PAN,LIT,False
POL-BRA,1268,POL,BRA,False
AFG-ETM,1268,AFG,ETM,False
NEW-BLR,1268,NEW,BLR,False
SIE-VAN,1268,SIE,VAN,False
MAL-AUS,1268,MAL,AUS,False
GAM-GRN,1267,GAM,GRN,False
ZAM-LIE,1267,ZAM,LIE,False
SUR-ETM,1267,SUR,ETM,False
GRN-GAM,1267,GRN,GAM,False
TUR-NAM,1267,TUR,NAM,False
ETM-SUR,1267,ETM,SUR,False
MZM-LIE,1267,MZM,LIE,False
BLR-GAM,1267,BLR,GAM,False
NAM-TUR,1267,NAM,TUR,False
LIE-MZM,1267,LIE,MZM,False
LIE-ZAM,1267,LIE,ZAM,False
GAM-BLR,1267,GAM,BLR,False
ETM-AZE,1266,ETM,AZE,False
SYR-GAM,1266,SYR,GAM,False
JAM-GRC,1266,JAM,GRC,False
GAM-SYR,1266,GAM,SYR,False
ROK-HON,1266,ROK,HON,False
AZE-ETM,1266,AZE,ETM,False
WSM-LUX,1266,WSM,LUX,False
GHA-AUS,1266,GHA,AUS,False
LBR-ARG,1266,LBR,ARG,False
HON-ROK,1266,HON,ROK,False
IRE-SOL,1266,IRE,SOL,False
ROK-MAL,1266,ROK,MAL,False
MAL-ROK,1266,MAL,ROK,False
LUX-WSM,1266,LUX,WSM,False
URU-GRG,1266,URU,GRG,False
SOL-IRE,1266,SOL,IRE,False
ARG-LBR,1266,ARG,LBR,False
AUS-GHA,1266,AUS,GHA,False
GRC-JAM,1266,GRC,JAM,False
TKM-GUA,1266,TKM,GUA,False
GRG-URU,1266,GRG,URU,False
GUA-TKM,1266,GUA,TKM,False
BFO-SWD,1265,BFO,SWD,False
AND-GUA,1265,AND,GUA,False
LIE-DOM,1265,LIE,DOM,False
TKM-CON,1265,TKM,CON,False
SWD-BFO,1265,SWD,BFO,False
CON-TKM,1265,CON,TKM,False
GUA-AND,1265,GUA,AND,False
DOM-LIE,1265,DOM,LIE,False
COS-BUL,1264,COS,BUL,False
GUI-SKN,1264,GUI,SKN,False
AUS-BRU,1264,AUS,BRU,False
AZE-SWD,1264,AZE,SWD,False
LBR-YEM,1264,LBR,YEM,False
ECU-SNM,1264,ECU,SNM,False
YEM-LBR,1264,YEM,LBR,False
AUS-DJI,1264,AUS,DJI,False
SWD-AZE,1264,SWD,AZE,False
SNM-ECU,1264,SNM,ECU,False
DMA-COS,1264,DMA,COS,False
BRU-AUS,1264,BRU,AUS,False
SWZ-GRG,1264,SWZ,GRG,False
SKN-GUI,1264,SKN,GUI,False
BUL-COS,1264,BUL,COS,False
COS-DMA,1264,COS,DMA,False
DJI-AUS,1264,DJI,AUS,False
GRG-SWZ,1264,GRG,SWZ,False
CHL-DMA,1263,CHL,DMA,False
JPN-AZE,1263,JPN,AZE,False
TKM-ARG,1263,TKM,ARG,False
PAR-DEN,1263,PAR,DEN,False
COS-CRO,1263,COS,CRO,False
TAZ-TUR,1263,TAZ,TUR,False
SKN-NAM,1263,SKN,NAM,False
SEN-CEN,1263,SEN,CEN,False
PAN-GMY,1263,PAN,GMY,False
RUS-KYR,1263,RUS,KYR,False
DOM-LBR,1263,DOM,LBR,False
LBR-DOM,1263,LBR,DOM,False
CEN-SEN,1263,CEN,SEN,False
DMA-CHL,1263,DMA,CHL,False
ARG-TKM,1263,ARG,TKM,False
AZE-JPN,1263,AZE,JPN,False
NAM-SKN,1263,NAM,SKN,False
BOS-ARG,1263,BOS,ARG,False
ARG-BOS,1263,ARG,BOS,False
TUR-TAZ,1263,TUR,TAZ,False
KYR-IND,1263,KYR,IND,False
CRO-COS,1263,CRO,COS,False
KYR-RUS,1263,KYR,RUS,False
DEN-PAR,1263,DEN,PAR,False
IND-KYR,1263,IND,KYR,False
GMY-PAN,1263,GMY,PAN,False
BOT-DMA,1262,BOT,DMA,False
DMA-BOT,1262,DMA,BOT,False
BFO-DMA,1262,BFO,DMA,False
MAD-SNM,1262,MAD,SNM,False
BUL-WSM,1262,BUL,WSM,False
MLD-PHI,1262,MLD,PHI,False
SNM-MAD,1262,SNM,MAD,False
RWA-RWA,1262,RWA,RWA,True
JPN-KUW,1262,JPN,KUW,False
DMA-BFO,1262,DMA,BFO,False
WSM-BUL,1262,WSM,BUL,False
KUW-JPN,1262,KUW,JPN,False
PHI-MLD,1262,PHI,MLD,False
DMA-TUN,1262,DMA,TUN,False
TUN-DMA,1262,TUN,DMA,False
CDI-TKM,1261,CDI,TKM,False
SLO-MEX,1261,SLO,MEX,False
SWD-FIJ,1261,SWD,FIJ,False
SVG-VAN,1261,SVG,VAN,False
VAN-SVG,1261,VAN,SVG,False
JAM-ICE,1261,JAM,ICE,False
SAU-LBR,1261,SAU,LBR,False
SLV-PAR,1261,SLV,PAR,False
CAP-SWD,1261,CAP,SWD,False
PHI-SNM,1261,PHI,SNM,False
PAR-SLV,1261,PAR,SLV,False
ICE-JAM,1261,ICE,JAM,False
LBR-SAU,1261,LBR,SAU,False
SWD-CAP,1261,SWD,CAP,False
TKM-CDI,1261,TKM,CDI,False
MEX-SLO,1261,MEX,SLO,False
SNM-PHI,1261,SNM,PHI,False
FIJ-SWD,1261,FIJ,SWD,False
LIE-TUN,1260,LIE,TUN,False
BOS-PER,1260,BOS,PER,False
IRQ-MAW,1260,IRQ,MAW,False
THI-CEN,1260,THI,CEN,False
NIG-ROK,1260,NIG,ROK,False
MAW-IRQ,1260,MAW,IRQ,False
SNM-KZK,1260,SNM,KZK,False
COS-ROM,1260,COS,ROM,False
JPN-ETH,1260,JPN,ETH,False
BRU-ROK,1260,BRU,ROK,False
BNG-LIE,1260,BNG,LIE,False
KZK-SNM,1260,KZK,SNM,False
LIE-BNG,1260,LIE,BNG,False
ETH-JPN,1260,ETH,JPN,False
ROK-BRU,1260,ROK,BRU,False
TUN-LIE,1260,TUN,LIE,False
SVG-CYP,1260,SVG,CYP,False
ROM-COS,1260,ROM,COS,False
ROK-NIG,1260,ROK,NIG,False
AUS-TOG,1260,AUS,TOG,False
TOG-AUS,1260,TOG,AUS,False
PER-BOS,1260,PER,BOS,False
CYP-SVG,1260,CYP,SVG,False
CEN-THI,1260,CEN,THI,False
MLD-BHM,1259,MLD,BHM,False
GRC-KZK,1259,GRC,KZK,False
BHM-MLD,1259,BHM,MLD,False
WSM-MAC,1259,WSM,MAC,False
SOL-AUS,1259,SOL,AUS,False
WSM-COM,1259,WSM,COM,False
KZK-GRC,1259,KZK,GRC,False
THI-POR,1259,THI,POR,False
IRQ-SOL,1259,IRQ,SOL,False
VAN-SAF,1259,VAN,SAF,False
NEW-BEN,1259,NEW,BEN,False
COM-WSM,1259,COM,WSM,False
DMA-TOG,1259,DMA,TOG,False
TOG-DMA,1259,TOG,DMA,False
SAU-SKN,1259,SAU,SKN,False
AUS-SOL,1259,AUS,SOL,False
PAR-LUX,1259,PAR,LUX,False
MAC-WSM,1259,MAC,WSM,False
POR-THI,1259,POR,THI,False
LUX-PAR,1259,LUX,PAR,False
ETM-BAH,1259,ETM,BAH,False
BEN-NEW,1259,BEN,NEW,False
SKN-SAU,1259,SKN,SAU,False
SAF-VAN,1259,SAF,VAN,False
SOL-IRQ,1259,SOL,IRQ,False
BAH-ETM,1259,BAH,ETM,False
GAM-NIR,1258,GAM,NIR,False
CAM-CYP,1258,CAM,CYP,False
KZK-NOR,1258,KZK,NOR,False
AAB-UKR,1258,AAB,UKR,False
CYP-SUD,1258,CYP,SUD,False
PAN-CHA,1258,PAN,CHA,False
IRE-MOR,1258,IRE,MOR,False
MOR-IRE,1258,MOR,IRE,False
LBR-KEN,1258,LBR,KEN,False
SUD-VAN,1258,SUD,VAN,False
MEX-GRG,1258,MEX,GRG,False
KEN-LBR,1258,KEN,LBR,False
PHI-CEN,1258,PHI,CEN,False
SUD-CYP,1258,SUD,CYP,False
BUL-PAR,1258,BUL,PAR,False
GRG-MEX,1258,GRG,MEX,False
CHA-PAN,1258,CHA,PAN,False
UKR-ALG,1258,UKR,ALG,False
CEN-PHI,1258,CEN,PHI,False
NIR-GAM,1258,NIR,GAM,False
CAN-BOS,1258,CAN,BOS,False
CYP-CAM,1258,CYP,CAM,False
IRQ-GNB,1258,IRQ,GNB,False
PAR-BUL,1258,PAR,BUL,False
VAN-SUD,1258,VAN,SUD,False
BOS-CAN,1258,BOS,CAN,False
GNB-IRQ,1258,GNB,IRQ,False
UKR-AAB,1258,UKR,AAB,False
ALG-UKR,1258,ALG,UKR,False
NOR-KZK,1258,NOR,KZK,False
GMY-URU,1257,GMY,URU,False
BHM-FIN,1257,BHM,FIN,False
CYP-MAG,1257,CYP,MAG,False
JPN-MZM,1257,JPN,MZM,False
SAU-TUR,1257,SAU,TUR,False
IRE-AAB,1257,IRE,AAB,False
AAB-IRE,1257,AAB,IRE,False
MAG-CYP,1257,MAG,CYP,False
EST-PAN,1257,EST,PAN,False
DMA-MAS,1257,DMA,MAS,False
MAS-DMA,1257,MAS,DMA,False
FIN-BHM,1257,FIN,BHM,False
PAN-EST,1257,PAN,EST,False
NOR-THI,1257,NOR,THI,False
THI-NOR,1257,THI,NOR,False
URU-GMY,1257,URU,GMY,False
MZM-JPN,1257,MZM,JPN,False
TUR-SAU,1257,TUR,SAU,False
IND-GNB,1256,IND,GNB,False
GRG-BRA,1256,GRG,BRA,False
SWD-SAF,1256,SWD,SAF,False
GRN-NEW,1256,GRN,NEW,False
BRA-GRG,1256,BRA,GRG,False
TAZ-AUS,1256,TAZ,AUS,False
CEN-MAD,1256,CEN,MAD,False
AUS-TAZ,1256,AUS,TAZ,False
TUR-GUI,1256,TUR,GUI,False
CRO-WSM,1256,CRO,WSM,False
WSM-CRO,1256,WSM,CRO,False
DMA-NAM,1256,DMA,NAM,False
GRC-MON,1256,GRC,MON,False
GNB-IND,1256,GNB,IND,False
ANG-TKM,1256,ANG,TKM,False
NEW-GRN,1256,NEW,GRN,False
SAF-SWD,1256,SAF,SWD,False
MON-GRC,1256,MON,GRC,False
TKM-ANG,1256,TKM,ANG,False
NAM-DMA,1256,NAM,DMA,False
MAD-CEN,1256,MAD,CEN,False
GUI-TUR,1256,GUI,TUR,False
RUS-MAA,1255,RUS,MAA,False
BRA-GMY,1255,BRA,GMY,False
MON-ICE,1255,MON,ICE,False
CAO-VAN,1255,CAO,VAN,False
VAN-CAO,1255,VAN,CAO,False
MAA-RUS,1255,MAA,RUS,False
ROM-WSM,1255,ROM,WSM,False
AZE-VAN,1255,AZE,VAN,False
CDI-NEW,1255,CDI,NEW,False
WSM-ROM,1255,WSM,ROM,False
BHU-UZB,1255,BHU,UZB,False
UZB-BHU,1255,UZB,BHU,False
VAN-AZE,1255,VAN,AZE,False
ICE-MON,1255,ICE,MON,False
NEW-CDI,1255,NEW,CDI,False
GMY-BRA,1255,GMY,BRA,False
VEN-DMA,1254,VEN,DMA,False
JPN-MOR,1254,JPN,MOR,False
DMA-VEN,1254,DMA,VEN,False
SRI-SWD,1254,SRI,SWD,False
JAM-CEN,1254,JAM,CEN,False
THI-SPN,1254,THI,SPN,False
MOR-JPN,1254,MOR,JPN,False
KZK-ROK,1254,KZK,ROK,False
SWD-SRI,1254,SWD,SRI,False
AAB-JPN,1254,AAB,JPN,False
MAS-LBR,1254,MAS,LBR,False
JOR-LIE,1254,JOR,LIE,False
JPN-AAB,1254,JPN,AAB,False
CEN-JAM,1254,CEN,JAM,False
LBR-MAS,1254,LBR,MAS,False
ROK-KZK,1254,ROK,KZK,False
LIE-JOR,1254,LIE,JOR,False
SPN-THI,1254,SPN,THI,False
VEN-UKR,1253,VEN,UKR,False
GHA-DMA,1253,GHA,DMA,False
ROM-PAR,1253,ROM,PAR,False
PAR-ROM,1253,PAR,ROM,False
UKR-DOM,1253,UKR,DOM,False
DOM-UKR,1253,DOM,UKR,False
MAD-FIN,1253,MAD,FIN,False
DMA-MZM,1253,DMA,MZM,False
PNG-MLT,1253,PNG,MLT,False
DMA-GHA,1253,DMA,GHA,False
MZM-DMA,1253,MZM,DMA,False
BUI-GNB,1253,BUI,GNB,False
MLT-PNG,1253,MLT,PNG,False
FIN-MAD,1253,FIN,MAD,False
LES-LBR,1253,LES,LBR,False
GNB-BUI,1253,GNB,BUI,False
MLD-GUY,1253,MLD,GUY,False
LBR-LES,1253,LBR,LES,False
GUY-MLD,1253,GUY,MLD,False
UKR-VEN,1253,UKR,VEN,False
GUY-CEN,1252,GUY,CEN,False
ETM-TOG,1252,ETM,TOG,False
MON-NOR,1252,MON,NOR,False
POR-MON,1252,POR,MON,False
TKM-FIJ,1252,TKM,FIJ,False
FIJ-TKM,1252,FIJ,TKM,False
INS-DMA,1252,INS,DMA,False
TOG-ETM,1252,TOG,ETM,False
CEN-GUY,1252,CEN,GUY,False
MON-POR,1252,MON,POR,False
ARM-BUI,1252,ARM,BUI,False
NOR-MON,1252,NOR,MON,False
BUI-ARM,1252,BUI,ARM,False
ETM-NIC,1252,ETM,NIC,False
NIC-ETM,1252,NIC,ETM,False
DMA-INS,1252,DMA,INS,False
TUR-GHA,1251,TUR,GHA,False
ROK-BOL,1251,ROK,BOL,False
GRN-PRK,1251,GRN,PRK,False
ROK-SLU,1251,ROK,SLU,False
LAO-MLT,1251,LAO,MLT,False
MLT-LAO,1251,MLT,LAO,False
PRK-GRN,1251,PRK,GRN,False
SLU-ROK,1251,SLU,ROK,False
MLD-ECU,1251,MLD,ECU,False
BOL-ROK,1251,BOL,ROK,False
ECU-MLD,1251,ECU,MLD,False
PAN-TKM,1251,PAN,TKM,False
GHA-TUR,1251,GHA,TUR,False
TKM-PAN,1251,TKM,PAN,False
IRE-UAE,1250,IRE,UAE,False
BAR-SNM,1250,BAR,SNM,False
COM-CAO,1250,COM,CAO,False
MAL-LIE,1250,MAL,LIE,False
UAE-JPN,1250,UAE,JPN,False
LIE-BRU,1250,LIE,BRU,False
GAM-COM,1250,GAM,COM,False
DJI-DMA,1250,DJI,DMA,False
COM-GAM,1250,COM,GAM,False
JPN-UAE,1250,JPN,UAE,False
IRQ-MAG,1250,IRQ,MAG,False
LIE-MAL,1250,LIE,MAL,False
UAE-IRE,1250,UAE,IRE,False
TUR-TOG,1250,TUR,TOG,False
JOR-DMA,1250,JOR,DMA,False
DMA-DJI,1250,DMA,DJI,False
TOG-TUR,1250,TOG,TUR,False
MAG-IRQ,1250,MAG,IRQ,False
SNM-BAR,1250,SNM,BAR,False
CAO-COM,1250,CAO,COM,False
DMA-JOR,1250,DMA,JOR,False
BRU-LIE,1250,BRU,LIE,False
CHA-AFG,1249,CHA,AFG,False
SKN-VEN,1249,SKN,VEN,False
MLD-SIN,1249,MLD,SIN,False
EGY-VAN,1249,EGY,VAN,False
IND-COM,1249,IND,COM,False
SIN-MLD,1249,SIN,MLD,False
DMA-SAL,1249,DMA,SAL,False
GUI-UKR,1249,GUI,UKR,False
NIG-SWD,1249,NIG,SWD,False
DOM-JPN,1249,DOM,JPN,False
AND-KZK,1249,AND,KZK,False
VEN-SKN,1249,VEN,SKN,False
GNB-ARM,1249,GNB,ARM,False
MLD-SEN,1249,MLD,SEN,False
JPN-SOL,1249,JPN,SOL,False
JPN-DOM,1249,JPN,DOM,False
JPN-TOG,1249,JPN,TOG,False
NEW-PNG,1249,NEW,PNG,False
SAL-DMA,1249,SAL,DMA,False
UKR-GUI,1249,UKR,GUI,False
ARM-GNB,1249,ARM,GNB,False
KZK-AND,1249,KZK,AND,False
AFG-CHA,1249,AFG,CHA,False
COM-IND,1249,COM,IND,False
ANG-UZB,1249,ANG,UZB,False
SEN-MLD,1249,SEN,MLD,False
SWD-NIG,1249,SWD,NIG,False
SOL-JPN,1249,SOL,JPN,False
TOG-JPN,1249,TOG,JPN,False
UZB-ANG,1249,UZB,ANG,False
VAN-EGY,1249,VAN,EGY,False
PNG-NEW,1249,PNG,NEW,False
GUA-RUS,1248,GUA,RUS,False
UKR-BEN,1248,UKR,BEN,False
WSM-SLV,1248,WSM,SLV,False
RUS-GUA,1248,RUS,GUA,False
MLT-LIB,1248,MLT,LIB,False
DRV-VAN,1248,DRV,VAN,False
IRE-ETH,1248,IRE,ETH,False
FIN-ECU,1248,FIN,ECU,False
VAN-DRV,1248,VAN,DRV,False
SLV-WSM,1248,SLV,WSM,False
ETH-IRE,1248,ETH,IRE,False
LIB-MLT,1248,LIB,MLT,False
BEN-UKR,1248,BEN,UKR,False
DOM-SNM,1248,DOM,SNM,False
SNM-DOM,1248,SNM,DOM,False
ECU-FIN,1248,ECU,FIN,False
GRC-MAD,1247,GRC,MAD,False
CON-GAM,1247,CON,GAM,False
CRO-PAR,1247,CRO,PAR,False
GAB-PRK,1247,GAB,PRK,False
MLD-AZE,1247,MLD,AZE,False
GAM-CON,1247,GAM,CON,False
PRK-PAN,1247,PRK,PAN,False
MAD-GRC,1247,MAD,GRC,False
LIE-GHA,1247,LIE,GHA,False
ETH-TUR,1247,ETH,TUR,False
LIB-LBR,1247,LIB,LBR,False
COS-BEL,1247,COS,BEL,False
GHA-LIE,1247,GHA,LIE,False
PRK-GAB,1247,PRK,GAB,False
TUR-ETH,1247,TUR,ETH,False
BEL-COS,1247,BEL,COS,False
AZE-MLD,1247,AZE,MLD,False
SAL-FIN,1247,SAL,FIN,False
PAR-CRO,1247,PAR,CRO,False
PAN-PRK,1247,PAN,PRK,False
FIN-SAL,1247,FIN,SAL,False
LBR-LIB,1247,LBR,LIB,False
MAC-GUA,1246,MAC,GUA,False
NOR-JAM,1246,NOR,JAM,False
OMA-UKR,1246,OMA,UKR,False
SKN-ALG,1246,SKN,ALG,False
SKN-LIB,1246,SKN,LIB,False
UKR-OMA,1246,UKR,OMA,False
LIB-SKN,1246,LIB,SKN,False
IRN-UZB,1246,IRN,UZB,False
GRC-PHI,1246,GRC,PHI,False
JAM-NOR,1246,JAM,NOR,False
BRA-SLO,1246,BRA,SLO,False
UZB-IRN,1246,UZB,IRN,False
SLO-BRA,1246,SLO,BRA,False
ALG-SKN,1246,ALG,SKN,False
PHI-GRC,1246,PHI,GRC,False
GUA-MAC,1246,GUA,MAC,False
TUR-AFG,1245,TUR,AFG,False
HON-MLD,1245,HON,MLD,False
SVG-MLT,1245,SVG,MLT,False
PHI-FIN,1245,PHI,FIN,False
MLT-LES,1245,MLT,LES,False
ROK-BFO,1245,ROK,BFO,False
AFG-TUR,1245,AFG,TUR,False
FIN-PHI,1245,FIN,PHI,False
DMA-KUW,1245,DMA,KUW,False
MLT-SVG,1245,MLT,SVG,False
GUA-UZB,1245,GUA,UZB,False
IRE-KUW,1245,IRE,KUW,False
TUN-ROK,1245,TUN,ROK,False
CAP-DMA,1245,CAP,DMA,False
KUW-IRE,1245,KUW,IRE,False
DMA-CAP,1245,DMA,CAP,False
MLD-HON,1245,MLD,HON,False
BFO-ROK,1245,BFO,ROK,False
LES-MLT,1245,LES,MLT,False
UZB-GUA,1245,UZB,GUA,False
ROK-TUN,1245,ROK,TUN,False
KUW-DMA,1245,KUW,DMA,False
GRG-ARM,1244,GRG,ARM,False
AAB-AUS,1244,AAB,AUS,False
URU-SLO,1244,URU,SLO,False
COL-ITA,1244,COL,ITA,False
GRC-ECU,1244,GRC,ECU,False
LIE-DJI,1244,LIE,DJI,False
SOL-LBR,1244,SOL,LBR,False
ARM-GRG,1244,ARM,GRG,False
LBR-SOL,1244,LBR,SOL,False
AUS-AAB,1244,AUS,AAB,False
SLO-URU,1244,SLO,URU,False
DJI-LIE,1244,DJI,LIE,False
TOG-LIE,1244,TOG,LIE,False
SKN-AFG,1244,SKN,AFG,False
AFG-SKN,1244,AFG,SKN,False
ECU-GRC,1244,ECU,GRC,False
LIE-TOG,1244,LIE,TOG,False
ITA-COL,1244,ITA,COL,False
CHA-BHU,1243,CHA,BHU,False
KZK-SPN,1243,KZK,SPN,False
BHU-CHA,1243,BHU,CHA,False
NIR-VAN,1243,NIR,VAN,False
TAZ-JPN,1243,TAZ,JPN,False
LBR-GUI,1243,LBR,GUI,False
MAA-ETM,1243,MAA,ETM,False
JPN-TAZ,1243,JPN,TAZ,False
JAM-POR,1243,JAM,POR,False
LIT-COS,1243,LIT,COS,False
GRN-IRQ,1243,GRN,IRQ,False
ETM-MAA,1243,ETM,MAA,False
GUI-LBR,1243,GUI,LBR,False
KEN-ETM,1243,KEN,ETM,False
VAN-NIR,1243,VAN,NIR,False
GUY-SNM,1243,GUY,SNM,False
ETM-KEN,1243,ETM,KEN,False
POR-JAM,1243,POR,JAM,False
SAF-UKR,1243,SAF,UKR,False
COS-LIT,1243,COS,LIT,False
SNM-GUY,1243,SNM,GUY,False
JPN-BAH,1243,JPN,BAH,False
SPN-KZK,1243,SPN,KZK,False
BAH-JPN,1243,BAH,JPN,False
IRQ-GRN,1243,IRQ,GRN,False
UKR-SAF,1243,UKR,SAF,False
COL-SLV,1242,COL,SLV,False
SKN-SIE,1242,SKN,SIE,False
HUN-MEX,1242,HUN,MEX,False
SIE-SKN,1242,SIE,SKN,False
MEX-HUN,1242,MEX,HUN,False
AUS-MOR,1242,AUS,MOR,False
CEN-MAL,1242,CEN,MAL,False
MAL-CEN,1242,MAL,CEN,False
SLV-COL,1242,SLV,COL,False
MOR-AUS,1242,MOR,AUS,False
RUS-TAJ,1241,RUS,TAJ,False
LEB-TUR,1241,LEB,TUR,False
TUR-LEB,1241,TUR,LEB,False
SIN-GRC,1241,SIN,GRC,False
GRC-GUY,1241,GRC,GUY,False
BHU-LBR,1241,BHU,LBR,False
LBR-MAW,1241,LBR,MAW,False
LBR-BHU,1241,LBR,BHU,False
MAW-LBR,1241,MAW,LBR,False
TAJ-RUS,1241,TAJ,RUS,False
JAM-SPN,1241,JAM,SPN,False
SPN-JAM,1241,SPN,JAM,False
HUN-PAN,1241,HUN,PAN,False
GUY-GRC,1241,GUY,GRC,False
GRC-SIN,1241,GRC,SIN,False
PAN-HUN,1241,PAN,HUN,False
TUN-CEN,1240,TUN,CEN,False
CHA-CUB,1240,CHA,CUB,False
UGA-GAM,1240,UGA,GAM,False
GAM-UGA,1240,GAM,UGA,False
CEN-BFO,1240,CEN,BFO,False
CAP-ROK,1240,CAP,ROK,False
BFO-CEN,1240,BFO,CEN,False
NTH-WSM,1240,NTH,WSM,False
WSM-NTH,1240,WSM,NTH,False
ROK-CAP,1240,ROK,CAP,False
CEN-TUN,1240,CEN,TUN,False
CUB-CHA,1240,CUB,CHA,False
JOR-ROK,1240,JOR,ROK,False
BUL-COL,1240,BUL,COL,False
ROK-JOR,1240,ROK,JOR,False
COL-BUL,1240,COL,BUL,False
VAN-ANG,1239,VAN,ANG,False
HON-CHA,1239,HON,CHA,False
DMA-TAZ,1239,DMA,TAZ,False
SIE-MLT,1239,SIE,MLT,False
WSM-BEL,1239,WSM,BEL,False
ANG-VAN,1239,ANG,VAN,False
BEL-WSM,1239,BEL,WSM,False
CAO-KYR,1239,CAO,KYR,False
TAZ-DMA,1239,TAZ,DMA,False
TUN-SWD,1239,TUN,SWD,False
SPN-MON,1239,SPN,MON,False
CEN-SRI,1239,CEN,SRI,False
SAL-ICE,1239,SAL,ICE,False
COL-DEN,1239,COL,DEN,False
ICE-SAL,1239,ICE,SAL,False
KYR-CAO,1239,KYR,CAO,False
LAO-ETM,1239,LAO,ETM,False
DEN-COL,1239,DEN,COL,False
SRI-CEN,1239,SRI,CEN,False
GRC-BHM,1239,GRC,BHM,False
CHA-HON,1239,CHA,HON,False
BHM-GRC,1239,BHM,GRC,False
MLT-SIE,1239,MLT,SIE,False
SWD-TUN,1239,SWD,TUN,False
ETM-ALG,1239,ETM,ALG,False
MON-SPN,1239,MON,SPN,False
ETM-LAO,1239,ETM,LAO,False
ALG-ETM,1239,ALG,ETM,False
OMA-NEW,1238,OMA,NEW,False
MAD-ICE,1238,MAD,ICE,False
BAH-IRE,1238,BAH,IRE,False
NEW-OMA,1238,NEW,OMA,False
GUY-FIN,1238,GUY,FIN,False
EST-COS,1238,EST,COS,False
LAT-MEX,1238,LAT,MEX,False
NEW-SAU,1238,NEW,SAU,False
ICE-BHM,1238,ICE,BHM,False
FIJ-ETM,1238,FIJ,ETM,False
ETM-FIJ,1238,ETM,FIJ,False
GUA-CHA,1238,GUA,CHA,False
CHA-SIE,1238,CHA,SIE,False
SIE-CHA,1238,SIE,CHA,False
SKN-BEN,1238,SKN,BEN,False
DMA-UAE,1238,DMA,UAE,False
BEN-SKN,1238,BEN,SKN,False
CEN-BLZ,1238,CEN,BLZ,False
BHM-ICE,1238,BHM,ICE,False
UAE-DMA,1238,UAE,DMA,False
ICE-MAD,1238,ICE,MAD,False
BLZ-CEN,1238,BLZ,CEN,False
FIN-GUY,1238,FIN,GUY,False
SAU-NEW,1238,SAU,NEW,False
MEX-LAT,1238,MEX,LAT,False
CHA-GUA,1238,CHA,GUA,False
COS-EST,1238,COS,EST,False
IRE-BAH,1238,IRE,BAH,False
BNG-SWD,1237,BNG,SWD,False
CYP-CON,1237,CYP,CON,False
NEW-YEM,1237,NEW,YEM,False
CEN-NEP,1237,CEN,NEP,False
SKN-CDI,1237,SKN,CDI,False
CEN-SLU,1237,CEN,SLU,False
NEP-CEN,1237,NEP,CEN,False
CAO-ARM,1237,CAO,ARM,False
BRU-CEN,1237,BRU,CEN,False
CDI-SKN,1237,CDI,SKN,False
YEM-NEW,1237,YEM,NEW,False
BRA-HUN,1237,BRA,HUN,False
SWD-JOR,1237,SWD,JOR,False
