countryPair,scoreSum,Country1,Country2,same
CEN-BRU,1237,CEN,BRU,False
SWD-BNG,1237,SWD,BNG,False
CON-CYP,1237,CON,CYP,False
COL-CRO,1237,COL,CRO,False
SLU-CEN,1237,SLU,CEN,False
ARM-CAO,1237,ARM,CAO,False
CRO-COL,1237,CRO,COL,False
JOR-SWD,1237,JOR,SWD,False
HUN-BRA,1237,HUN,BRA,False
GRG-PAN,1236,GRG,PAN,False
LIE-SOL,1236,LIE,SOL,False
ZAM-SWD,1236,ZAM,SWD,False
YEM-ETM,1236,YEM,ETM,False
MLT-ANG,1236,MLT,ANG,False
ANG-MLT,1236,ANG,MLT,False
SNM-HON,1236,SNM,HON,False
ETH-DMA,1236,ETH,DMA,False
LUX-COL,1236,LUX,COL,False
DMA-PAN,1236,DMA,PAN,False
SOL-LIE,1236,SOL,LIE,False
HON-SNM,1236,HON,SNM,False
PAN-DMA,1236,PAN,DMA,False
GUA-DMA,1236,GUA,DMA,False
PAN-GRG,1236,PAN,GRG,False
OMA-LBR,1236,OMA,LBR,False
ETM-YEM,1236,ETM,YEM,False
LBR-OMA,1236,LBR,OMA,False
COL-LUX,1236,COL,LUX,False
DMA-ETH,1236,DMA,ETH,False
SWD-ZAM,1236,SWD,ZAM,False
DMA-GUA,1236,DMA,GUA,False
SWD-MZM,1235,SWD,MZM,False
SAU-UKR,1235,SAU,UKR,False
TUR-YEM,1235,TUR,YEM,False
YEM-TUR,1235,YEM,TUR,False
THI-AND,1235,THI,AND,False
ETM-QAT,1235,ETM,QAT,False
CON-UZB,1235,CON,UZB,False
VAN-KZK,1235,VAN,KZK,False
HUN-URU,1235,HUN,URU,False
QAT-ETM,1235,QAT,ETM,False
UZB-CON,1235,UZB,CON,False
AND-THI,1235,AND,THI,False
GMY-WSM,1235,GMY,WSM,False
WSM-GMY,1235,WSM,GMY,False
KZK-VAN,1235,KZK,VAN,False
UKR-SAU,1235,UKR,SAU,False
URU-HUN,1235,URU,HUN,False
MZM-SWD,1235,MZM,SWD,False
PER-CEN,1234,PER,CEN,False
DJI-ROK,1234,DJI,ROK,False
NIG-CEN,1234,NIG,CEN,False
MAA-LBR,1234,MAA,LBR,False
MAC-THI,1234,MAC,THI,False
ICE-ECU,1234,ICE,ECU,False
COS-NTH,1234,COS,NTH,False
CEN-NIG,1234,CEN,NIG,False
NTH-COS,1234,NTH,COS,False
THI-MAC,1234,THI,MAC,False
COS-POL,1234,COS,POL,False
ROK-DJI,1234,ROK,DJI,False
BUI-PRK,1234,BUI,PRK,False
GRN-SKN,1234,GRN,SKN,False
POL-COS,1234,POL,COS,False
PER-CZR,1234,PER,CZR,False
ECU-ICE,1234,ECU,ICE,False
SKN-GRN,1234,SKN,GRN,False
CZR-PER,1234,CZR,PER,False
SLO-PAN,1234,SLO,PAN,False
WSM-ETM,1234,WSM,ETM,False
LBR-MAA,1234,LBR,MAA,False
PRK-BUI,1234,PRK,BUI,False
CEN-PER,1234,CEN,PER,False
PAN-SLO,1234,PAN,SLO,False
ETM-WSM,1234,ETM,WSM,False
TAZ-LIE,1233,TAZ,LIE,False
WSM-LIT,1233,WSM,LIT,False
UAE-AUS,1233,UAE,AUS,False
IRE-INS,1233,IRE,INS,False
LAT-URU,1233,LAT,URU,False
MLD-BLZ,1233,MLD,BLZ,False
SIN-FIN,1233,SIN,FIN,False
LIT-WSM,1233,LIT,WSM,False
GUA-SLV,1233,GUA,SLV,False
DOM-RUS,1233,DOM,RUS,False
URU-LAT,1233,URU,LAT,False
MLT-ERI,1233,MLT,ERI,False
RUS-DOM,1233,RUS,DOM,False
ERI-MLT,1233,ERI,MLT,False
SKN-ARG,1233,SKN,ARG,False
SLV-GUA,1233,SLV,GUA,False
LBR-ALG,1233,LBR,ALG,False
FIN-SIN,1233,FIN,SIN,False
ARG-SKN,1233,ARG,SKN,False
ALG-LBR,1233,ALG,LBR,False
BLZ-MLD,1233,BLZ,MLD,False
LIE-TAZ,1233,LIE,TAZ,False
INS-IRE,1233,INS,IRE,False
AUS-UAE,1233,AUS,UAE,False
LBR-FIJ,1232,LBR,FIJ,False
CEN-BHM,1232,CEN,BHM,False
MLT-EGY,1232,MLT,EGY,False
HON-TUR,1232,HON,TUR,False
EGY-MLT,1232,EGY,MLT,False
QAT-DMA,1232,QAT,DMA,False
KEN-IRE,1232,KEN,IRE,False
SNM-BLZ,1232,SNM,BLZ,False
CEN-DJI,1232,CEN,DJI,False
MOR-ROK,1232,MOR,ROK,False
CEN-JOR,1232,CEN,JOR,False
DMA-BAH,1232,DMA,BAH,False
DMA-QAT,1232,DMA,QAT,False
DJI-CEN,1232,DJI,CEN,False
BLZ-SNM,1232,BLZ,SNM,False
TUR-HON,1232,TUR,HON,False
CEN-MLI,1232,CEN,MLI,False
MLI-CEN,1232,MLI,CEN,False
NEP-MLD,1232,NEP,MLD,False
BHM-CEN,1232,BHM,CEN,False
MLD-NEP,1232,MLD,NEP,False
BAH-DMA,1232,BAH,DMA,False
IRE-KEN,1232,IRE,KEN,False
JOR-CEN,1232,JOR,CEN,False
PAL-PAL,1232,PAL,PAL,True
ROK-MOR,1232,ROK,MOR,False
FIJ-LBR,1232,FIJ,LBR,False
KZK-MAC,1231,KZK,MAC,False
HON-FIN,1231,HON,FIN,False
ICE-PHI,1231,ICE,PHI,False
ETM-KUW,1231,ETM,KUW,False
ZAM-CEN,1231,ZAM,CEN,False
FIN-HON,1231,FIN,HON,False
SWA-VAN,1231,SWA,VAN,False
PHI-ICE,1231,PHI,ICE,False
CEN-TRI,1231,CEN,TRI,False
SIN-SNM,1231,SIN,SNM,False
DOM-SWD,1231,DOM,SWD,False
MAC-KZK,1231,MAC,KZK,False
SWD-DOM,1231,SWD,DOM,False
BOL-LBR,1231,BOL,LBR,False
KUW-ROK,1231,KUW,ROK,False
VAN-SWA,1231,VAN,SWA,False
ITA-GUA,1231,ITA,GUA,False
ROK-KUW,1231,ROK,KUW,False
SNM-SIN,1231,SNM,SIN,False
GHA-SWD,1231,GHA,SWD,False
KUW-ETM,1231,KUW,ETM,False
CEN-ZAM,1231,CEN,ZAM,False
PAN-LAT,1231,PAN,LAT,False
TRI-CEN,1231,TRI,CEN,False
GUA-ITA,1231,GUA,ITA,False
LAT-PAN,1231,LAT,PAN,False
SWD-GHA,1231,SWD,GHA,False
LBR-BOL,1231,LBR,BOL,False
MAD-POR,1230,MAD,POR,False
NTH-PAR,1230,NTH,PAR,False
MLT-CAM,1230,MLT,CAM,False
CHA-NIC,1230,CHA,NIC,False
AND-MON,1230,AND,MON,False
SOL-UKR,1230,SOL,UKR,False
UKR-SOL,1230,UKR,SOL,False
MON-AND,1230,MON,AND,False
PAR-NTH,1230,PAR,NTH,False
BNG-CEN,1230,BNG,CEN,False
NIC-CHA,1230,NIC,CHA,False
CEN-BNG,1230,CEN,BNG,False
POR-MAD,1230,POR,MAD,False
CAM-MLT,1230,CAM,MLT,False
QAT-JPN,1229,QAT,JPN,False
GRC-SAL,1229,GRC,SAL,False
NAM-IRE,1229,NAM,IRE,False
JPN-QAT,1229,JPN,QAT,False
DMA-HON,1229,DMA,HON,False
KZK-LUX,1229,KZK,LUX,False
HON-DMA,1229,HON,DMA,False
WSM-TUR,1229,WSM,TUR,False
COL-ROM,1229,COL,ROM,False
ROM-COL,1229,ROM,COL,False
SAL-GRC,1229,SAL,GRC,False
LUX-KZK,1229,LUX,KZK,False
CDI-LBR,1229,CDI,LBR,False
LBR-CDI,1229,LBR,CDI,False
TUR-WSM,1229,TUR,WSM,False
SLV-KZK,1229,SLV,KZK,False
KZK-SLV,1229,KZK,SLV,False
IRE-NAM,1229,IRE,NAM,False
ANG-CHA,1228,ANG,CHA,False
BHU-ETM,1228,BHU,ETM,False
BRA-LAT,1228,BRA,LAT,False
WSM-EST,1228,WSM,EST,False
CEN-CAP,1228,CEN,CAP,False
LIT-PAR,1228,LIT,PAR,False
DMA-MOR,1228,DMA,MOR,False
BHM-POR,1228,BHM,POR,False
BHU-MLT,1228,BHU,MLT,False
LAT-BRA,1228,LAT,BRA,False
EST-WSM,1228,EST,WSM,False
ETM-BHU,1228,ETM,BHU,False
CHA-ANG,1228,CHA,ANG,False
CEN-URU,1228,CEN,URU,False
KZK-ITA,1228,KZK,ITA,False
POR-BHM,1228,POR,BHM,False
POL-PAR,1228,POL,PAR,False
ITA-KZK,1228,ITA,KZK,False
MOR-DMA,1228,MOR,DMA,False
URU-CEN,1228,URU,CEN,False
PAR-BEL,1228,PAR,BEL,False
MLT-BHU,1228,MLT,BHU,False
PAR-LIT,1228,PAR,LIT,False
CAP-CEN,1228,CAP,CEN,False
POL-WSM,1228,POL,WSM,False
WSM-POL,1228,WSM,POL,False
BEL-PAR,1228,BEL,PAR,False
PAR-POL,1228,PAR,POL,False
ETM-LEB,1227,ETM,LEB,False
SWD-MAL,1227,SWD,MAL,False
UKR-SUR,1227,UKR,SUR,False
SKN-BHU,1227,SKN,BHU,False
NOR-BHM,1227,NOR,BHM,False
ICE-GUY,1227,ICE,GUY,False
BLR-LIE,1227,BLR,LIE,False
MAL-SWD,1227,MAL,SWD,False
LIE-AAB,1227,LIE,AAB,False
LIE-BLR,1227,LIE,BLR,False
AAB-LIE,1227,AAB,LIE,False
LEB-ETM,1227,LEB,ETM,False
BHM-NOR,1227,BHM,NOR,False
PRK-FIJ,1227,PRK,FIJ,False
FIJ-PRK,1227,FIJ,PRK,False
CEN-COL,1227,CEN,COL,False
SUR-UKR,1227,SUR,UKR,False
SUR-CEN,1227,SUR,CEN,False
BHU-SKN,1227,BHU,SKN,False
COL-CEN,1227,COL,CEN,False
GUY-ICE,1227,GUY,ICE,False
CEN-SUR,1227,CEN,SUR,False
AUS-ETH,1227,AUS,ETH,False
ETH-AUS,1227,ETH,AUS,False
EST-PAR,1226,EST,PAR,False
SKN-DOM,1226,SKN,DOM,False
ROK-ZAM,1226,ROK,ZAM,False
TAJ-BUI,1226,TAJ,BUI,False
PER-ALB,1226,PER,ALB,False
PAR-EST,1226,PAR,EST,False
MZM-CEN,1226,MZM,CEN,False
UKR-YEM,1226,UKR,YEM,False
NIC-SKN,1226,NIC,SKN,False
BUI-TAJ,1226,BUI,TAJ,False
DOM-SKN,1226,DOM,SKN,False
ZAM-ROK,1226,ZAM,ROK,False
YEM-UKR,1226,YEM,UKR,False
SKN-SUD,1226,SKN,SUD,False
CEN-MZM,1226,CEN,MZM,False
SKN-NIC,1226,SKN,NIC,False
AUS-KUW,1226,AUS,KUW,False
KUW-AUS,1226,KUW,AUS,False
SUD-SKN,1226,SUD,SKN,False
ALB-PER,1226,ALB,PER,False
GMY-COS,1225,GMY,COS,False
JPN-INS,1225,JPN,INS,False
COS-GMY,1225,COS,GMY,False
DMA-GUI,1225,DMA,GUI,False
GUA-CRO,1225,GUA,CRO,False
CEN-TOG,1225,CEN,TOG,False
LBR-NIR,1225,LBR,NIR,False
INS-JPN,1225,INS,JPN,False
JPN-KEN,1225,JPN,KEN,False
SVG-NEW,1225,SVG,NEW,False
SWD-DJI,1225,SWD,DJI,False
TOG-CEN,1225,TOG,CEN,False
NIR-LBR,1225,NIR,LBR,False
GUI-DMA,1225,GUI,DMA,False
KEN-JPN,1225,KEN,JPN,False
NEW-SVG,1225,NEW,SVG,False
CRO-GUA,1225,CRO,GUA,False
SWD-BRU,1225,SWD,BRU,False
DJI-SWD,1225,DJI,SWD,False
BRU-SWD,1225,BRU,SWD,False
POR-SAL,1224,POR,SAL,False
POR-ECU,1224,POR,ECU,False
NEP-GRC,1224,NEP,GRC,False
CHA-FIJ,1224,CHA,FIJ,False
ECU-POR,1224,ECU,POR,False
NOR-MAD,1224,NOR,MAD,False
DEN-GUA,1224,DEN,GUA,False
MLD-BAR,1224,MLD,BAR,False
SAL-AND,1224,SAL,AND,False
GRC-NEP,1224,GRC,NEP,False
DMA-SVG,1224,DMA,SVG,False
GUA-DEN,1224,GUA,DEN,False
SVG-DMA,1224,SVG,DMA,False
SAL-POR,1224,SAL,POR,False
FIJ-CHA,1224,FIJ,CHA,False
AND-SAL,1224,AND,SAL,False
MAD-NOR,1224,MAD,NOR,False
BAR-MLD,1224,BAR,MLD,False
PRK-MAG,1223,PRK,MAG,False
HAI-PRK,1223,HAI,PRK,False
BHM-AND,1223,BHM,AND,False
BUL-GUA,1223,BUL,GUA,False
SIN-ICE,1223,SIN,ICE,False
MYA-TKM,1223,MYA,TKM,False
MAW-CYP,1223,MAW,CYP,False
ICE-SIN,1223,ICE,SIN,False
LIE-MOR,1223,LIE,MOR,False
SPN-MAD,1223,SPN,MAD,False
GHA-ROK,1223,GHA,ROK,False
GUA-BUL,1223,GUA,BUL,False
INS-CEN,1223,INS,CEN,False
MOR-LIE,1223,MOR,LIE,False
TKM-MYA,1223,TKM,MYA,False
SWD-TOG,1223,SWD,TOG,False
PRK-HAI,1223,PRK,HAI,False
CYP-MAW,1223,CYP,MAW,False
ETM-VEN,1223,ETM,VEN,False
MAG-PRK,1223,MAG,PRK,False
NOR-ECU,1223,NOR,ECU,False
ROK-GHA,1223,ROK,GHA,False
MAD-SPN,1223,MAD,SPN,False
TOG-SWD,1223,TOG,SWD,False
VEN-ETM,1223,VEN,ETM,False
ECU-NOR,1223,ECU,NOR,False
CEN-INS,1223,CEN,INS,False
AND-BHM,1223,AND,BHM,False
MAW-MLT,1222,MAW,MLT,False
SKN-MAA,1222,SKN,MAA,False
BLR-IRE,1222,BLR,IRE,False
TKM-SYR,1222,TKM,SYR,False
IRE-BLR,1222,IRE,BLR,False
DMA-KEN,1222,DMA,KEN,False
SYR-TKM,1222,SYR,TKM,False
MAA-SKN,1222,MAA,SKN,False
KEN-DMA,1222,KEN,DMA,False
SPN-ECU,1222,SPN,ECU,False
ECU-SPN,1222,ECU,SPN,False
MLT-MAW,1222,MLT,MAW,False
BLR-AUS,1221,BLR,AUS,False
MLT-MAG,1221,MLT,MAG,False
RUS-AFG,1221,RUS,AFG,False
SOL-SWD,1221,SOL,SWD,False
SUR-TUR,1221,SUR,TUR,False
SNM-SEN,1221,SNM,SEN,False
CEN-BAH,1221,CEN,BAH,False
SWD-SOL,1221,SWD,SOL,False
AFG-RUS,1221,AFG,RUS,False
AUS-BLR,1221,AUS,BLR,False
POR-PHI,1221,POR,PHI,False
SEN-SNM,1221,SEN,SNM,False
MAG-MLT,1221,MAG,MLT,False
BAH-CEN,1221,BAH,CEN,False
TUR-SUR,1221,TUR,SUR,False
PHI-POR,1221,PHI,POR,False
TUR-BEN,1220,TUR,BEN,False
DMA-ALG,1220,DMA,ALG,False
AUS-BAH,1220,AUS,BAH,False
MOR-CEN,1220,MOR,CEN,False
CEN-SIN,1220,CEN,SIN,False
SNM-NEP,1220,SNM,NEP,False
FIN-NEP,1220,FIN,NEP,False
ALG-DMA,1220,ALG,DMA,False
NOR-SAL,1220,NOR,SAL,False
MEX-BOS,1220,MEX,BOS,False
LBR-LEB,1220,LBR,LEB,False
BEN-TUR,1220,BEN,TUR,False
CEN-MOR,1220,CEN,MOR,False
CAN-MSI,1220,CAN,MSI,False
NEP-FIN,1220,NEP,FIN,False
GAM-HAI,1220,GAM,HAI,False
NEP-SNM,1220,NEP,SNM,False
SIN-CEN,1220,SIN,CEN,False
SAL-NOR,1220,SAL,NOR,False
BOS-MEX,1220,BOS,MEX,False
SPN-BHM,1220,SPN,BHM,False
BHM-SPN,1220,BHM,SPN,False
LEB-LBR,1220,LEB,LBR,False
BAH-AUS,1220,BAH,AUS,False
HAI-GAM,1220,HAI,GAM,False
MSI-CAN,1220,MSI,CAN,False
FIJ-ROK,1219,FIJ,ROK,False
PAN-UZB,1219,PAN,UZB,False
ROK-TOG,1219,ROK,TOG,False
GUA-LUX,1219,GUA,LUX,False
ROK-MZM,1219,ROK,MZM,False
UAE-CEN,1219,UAE,CEN,False
CEN-UAE,1219,CEN,UAE,False
UZB-PAN,1219,UZB,PAN,False
AUS-INS,1219,AUS,INS,False
JAM-AND,1219,JAM,AND,False
AND-JAM,1219,AND,JAM,False
VAN-UGA,1219,VAN,UGA,False
JPN-SAF,1219,JPN,SAF,False
MZM-ROK,1219,MZM,ROK,False
TOG-ROK,1219,TOG,ROK,False
INS-AUS,1219,INS,AUS,False
ARM-UZB,1219,ARM,UZB,False
UGA-VAN,1219,UGA,VAN,False
SAF-SNM,1219,SAF,SNM,False
OMA-DMA,1219,OMA,DMA,False
COS-GRG,1219,COS,GRG,False
SAF-JPN,1219,SAF,JPN,False
UZB-ARM,1219,UZB,ARM,False
DMA-OMA,1219,DMA,OMA,False
ROK-FIJ,1219,ROK,FIJ,False
LUX-GUA,1219,LUX,GUA,False
GRG-COS,1219,GRG,COS,False
SNM-SAF,1219,SNM,SAF,False
GUA-PRK,1218,GUA,PRK,False
ZIM-CYP,1218,ZIM,CYP,False
PRK-GUA,1218,PRK,GUA,False
CYP-ZIM,1218,CYP,ZIM,False
SNM-AZE,1218,SNM,AZE,False
SAL-SPN,1218,SAL,SPN,False
ROM-GUA,1218,ROM,GUA,False
PHI-NOR,1218,PHI,NOR,False
GUA-ROM,1218,GUA,ROM,False
NOR-PHI,1218,NOR,PHI,False
SPN-SAL,1218,SPN,SAL,False
AZE-SNM,1218,AZE,SNM,False
LIE-ETH,1218,LIE,ETH,False
ETH-LIE,1218,ETH,LIE,False
SPN-PHI,1217,SPN,PHI,False
GUA-GRG,1217,GUA,GRG,False
PAR-GMY,1217,PAR,GMY,False
CDI-UKR,1217,CDI,UKR,False
PHI-SPN,1217,PHI,SPN,False
GRG-GUA,1217,GRG,GUA,False
GMY-PAR,1217,GMY,PAR,False
UKR-CDI,1217,UKR,CDI,False
LAO-SKN,1217,LAO,SKN,False
SKN-LAO,1217,SKN,LAO,False
KZK-DEN,1216,KZK,DEN,False
VAN-GNB,1216,VAN,GNB,False
AAB-TUR,1216,AAB,TUR,False
TUR-AAB,1216,TUR,AAB,False
GUY-POR,1216,GUY,POR,False
GNB-VAN,1216,GNB,VAN,False
GRC-HON,1216,GRC,HON,False
DEN-KZK,1216,DEN,KZK,False
TUR-MAA,1216,TUR,MAA,False
POR-GUY,1216,POR,GUY,False
MAA-TUR,1216,MAA,TUR,False
HON-GRC,1216,HON,GRC,False
ECU-CEN,1215,ECU,CEN,False
SWD-TAZ,1215,SWD,TAZ,False
LAO-LBR,1215,LAO,LBR,False
LIE-UAE,1215,LIE,UAE,False
UZB-SOL,1215,UZB,SOL,False
TAZ-SWD,1215,TAZ,SWD,False
SAU-ETM,1215,SAU,ETM,False
CEN-MEX,1215,CEN,MEX,False
MEX-CEN,1215,MEX,CEN,False
UAE-LIE,1215,UAE,LIE,False
LBR-LAO,1215,LBR,LAO,False
CEN-ECU,1215,CEN,ECU,False
MLD-TRI,1215,MLD,TRI,False
TRI-MLD,1215,TRI,MLD,False
CEN-CHL,1215,CEN,CHL,False
ETM-SAU,1215,ETM,SAU,False
CHL-CEN,1215,CHL,CEN,False
SOL-UZB,1215,SOL,UZB,False
BOT-MLD,1214,BOT,MLD,False
INS-ROK,1214,INS,ROK,False
COL-GRG,1214,COL,GRG,False
SEN-FIN,1214,SEN,FIN,False
ROK-INS,1214,ROK,INS,False
FIN-SEN,1214,FIN,SEN,False
NAM-AUS,1214,NAM,AUS,False
BAH-ROK,1214,BAH,ROK,False
IRE-HAI,1214,IRE,HAI,False
ROK-BAH,1214,ROK,BAH,False
SEN-GRC,1214,SEN,GRC,False
MLD-BOT,1214,MLD,BOT,False
AUS-NAM,1214,AUS,NAM,False
ARG-AUL,1214,ARG,AUL,False
GRC-SEN,1214,GRC,SEN,False
AUL-ARG,1214,AUL,ARG,False
HAI-IRE,1214,HAI,IRE,False
GRG-COL,1214,GRG,COL,False
NIC-DMA,1213,NIC,DMA,False
NAM-LIE,1213,NAM,LIE,False
LEB-SKN,1213,LEB,SKN,False
DMA-NIC,1213,DMA,NIC,False
SKN-LEB,1213,SKN,LEB,False
MAS-SNM,1213,MAS,SNM,False
GUY-NOR,1213,GUY,NOR,False
FIN-BAR,1213,FIN,BAR,False
MAS-MLD,1213,MAS,MLD,False
BAR-FIN,1213,BAR,FIN,False
SNM-MAS,1213,SNM,MAS,False
MAC-JAM,1213,MAC,JAM,False
JAM-MAC,1213,JAM,MAC,False
NOR-GUY,1213,NOR,GUY,False
LIE-NAM,1213,LIE,NAM,False
RUS-HAI,1213,RUS,HAI,False
MAD-MAC,1213,MAD,MAC,False
HAI-RUS,1213,HAI,RUS,False
MLD-MAS,1213,MLD,MAS,False
MAC-MAD,1213,MAC,MAD,False
YEM-DMA,1213,YEM,DMA,False
DMA-YEM,1213,DMA,YEM,False
BEN-UZB,1212,BEN,UZB,False
FIN-MAS,1212,FIN,MAS,False
CON-MLT,1212,CON,MLT,False
MLT-CON,1212,MLT,CON,False
AUS-KEN,1212,AUS,KEN,False
TUR-SWZ,1212,TUR,SWZ,False
RUS-CON,1212,RUS,CON,False
KEN-AUS,1212,KEN,AUS,False
GAM-SOL,1212,GAM,SOL,False
BLZ-FIN,1212,BLZ,FIN,False
SWZ-ROK,1212,SWZ,ROK,False
SOL-GAM,1212,SOL,GAM,False
MAS-FIN,1212,MAS,FIN,False
UZB-BEN,1212,UZB,BEN,False
FIN-BLZ,1212,FIN,BLZ,False
SWZ-TUR,1212,SWZ,TUR,False
CON-RUS,1212,CON,RUS,False
ROK-SWZ,1212,ROK,SWZ,False
SIN-POR,1212,SIN,POR,False
POR-SIN,1212,POR,SIN,False
NOR-SIN,1211,NOR,SIN,False
SPN-GUY,1211,SPN,GUY,False
DMA-SAU,1211,DMA,SAU,False
CHA-AZE,1211,CHA,AZE,False
LES-NEW,1211,LES,NEW,False
GUY-SPN,1211,GUY,SPN,False
IND-WSM,1211,IND,WSM,False
UAE-ROK,1211,UAE,ROK,False
CON-LBR,1211,CON,LBR,False
ETM-CON,1211,ETM,CON,False
NEW-LES,1211,NEW,LES,False
SAU-DMA,1211,SAU,DMA,False
CON-ETM,1211,CON,ETM,False
ETM-OMA,1211,ETM,OMA,False
AZE-CHA,1211,AZE,CHA,False
WSM-IND,1211,WSM,IND,False
SIN-NOR,1211,SIN,NOR,False
LIT-COL,1211,LIT,COL,False
ROK-UAE,1211,ROK,UAE,False
OMA-ETM,1211,OMA,ETM,False
COL-LIT,1211,COL,LIT,False
LBR-CON,1211,LBR,CON,False
DMA-BEN,1210,DMA,BEN,False
BEN-DMA,1210,BEN,DMA,False
MLD-SLU,1210,MLD,SLU,False
GAM-SWA,1210,GAM,SWA,False
ROK-AZE,1210,ROK,AZE,False
GRN-DMA,1210,GRN,DMA,False
DMA-GRN,1210,DMA,GRN,False
SWA-GAM,1210,SWA,GAM,False
AZE-ROK,1210,AZE,ROK,False
COS-LAT,1210,COS,LAT,False
LAT-COS,1210,LAT,COS,False
SLU-MLD,1210,SLU,MLD,False
MAC-PHI,1209,MAC,PHI,False
ETH-CEN,1209,ETH,CEN,False
CEN-ETH,1209,CEN,ETH,False
IRE-QAT,1209,IRE,QAT,False
PRK-COM,1209,PRK,COM,False
TUR-LIB,1209,TUR,LIB,False
COS-SLO,1209,COS,SLO,False
SLO-COS,1209,SLO,COS,False
QAT-IRE,1209,QAT,IRE,False
COM-PRK,1209,COM,PRK,False
PHI-MAC,1209,PHI,MAC,False
LIB-TUR,1209,LIB,TUR,False
CHN-TUR,1209,CHN,TUR,False
TUR-CHN,1209,TUR,CHN,False
COS-CEN,1208,COS,CEN,False
ICE-HON,1208,ICE,HON,False
HON-ICE,1208,HON,ICE,False
GRC-BLZ,1208,GRC,BLZ,False
IRE-SUR,1208,IRE,SUR,False
KUW-LIE,1208,KUW,LIE,False
BLZ-GRC,1208,BLZ,GRC,False
RUS-CDI,1208,RUS,CDI,False
SUR-IRE,1208,SUR,IRE,False
LEB-NEW,1208,LEB,NEW,False
IRE-VEN,1208,IRE,VEN,False
SOL-SKN,1208,SOL,SKN,False
NEW-LEB,1208,NEW,LEB,False
SKN-SOL,1208,SKN,SOL,False
CEN-COS,1208,CEN,COS,False
CDI-RUS,1208,CDI,RUS,False
VEN-IRE,1208,VEN,IRE,False
LIE-KUW,1208,LIE,KUW,False
SNM-TRI,1207,SNM,TRI,False
MAC-BHM,1207,MAC,BHM,False
FIN-AZE,1207,FIN,AZE,False
BHM-MAC,1207,BHM,MAC,False
EST-COL,1207,EST,COL,False
TKM-SIE,1207,TKM,SIE,False
GNB-LBR,1207,GNB,LBR,False
AZE-FIN,1207,AZE,FIN,False
BUI-IRQ,1207,BUI,IRQ,False
IRQ-BUI,1207,IRQ,BUI,False
SIE-TKM,1207,SIE,TKM,False
LBR-GNB,1207,LBR,GNB,False
TRI-SNM,1207,TRI,SNM,False
COL-EST,1207,COL,EST,False
SKN-EGY,1206,SKN,EGY,False
AFG-NEW,1206,AFG,NEW,False
NIC-UKR,1206,NIC,UKR,False
LIE-INS,1206,LIE,INS,False
EGY-SKN,1206,EGY,SKN,False
UKR-NIC,1206,UKR,NIC,False
NEW-AFG,1206,NEW,AFG,False
SIN-SPN,1206,SIN,SPN,False
COL-BEL,1206,COL,BEL,False
ITA-THI,1206,ITA,THI,False
GRC-MAS,1206,GRC,MAS,False
SPN-SIN,1206,SPN,SIN,False
BEL-COL,1206,BEL,COL,False
IND-IRQ,1206,IND,IRQ,False
THI-ITA,1206,THI,ITA,False
INS-LIE,1206,INS,LIE,False
MAS-GRC,1206,MAS,GRC,False
CHA-MYA,1206,CHA,MYA,False
MYA-CHA,1206,MYA,CHA,False
IRQ-IND,1206,IRQ,IND,False
MEX-CZR,1205,MEX,CZR,False
RUS-TUR,1205,RUS,TUR,False
GRC-BAR,1205,GRC,BAR,False
BAR-GRC,1205,BAR,GRC,False
LES-SKN,1205,LES,SKN,False
TKM-HON,1205,TKM,HON,False
SKN-LES,1205,SKN,LES,False
ANG-ETM,1205,ANG,ETM,False
PRK-DOM,1205,PRK,DOM,False
ETM-KYR,1205,ETM,KYR,False
TUR-RUS,1205,TUR,RUS,False
TKM-PAK,1205,TKM,PAK,False
HON-TKM,1205,HON,TKM,False
CEN-NAM,1205,CEN,NAM,False
CZR-MEX,1205,CZR,MEX,False
PAK-TKM,1205,PAK,TKM,False
ETM-ANG,1205,ETM,ANG,False
KYR-ETM,1205,KYR,ETM,False
DOM-PRK,1205,DOM,PRK,False
NAM-CEN,1205,NAM,CEN,False
SNM-SLU,1204,SNM,SLU,False
MNC-ARM,1204,MNC,ARM,False
LIB-ETM,1204,LIB,ETM,False
KZK-CRO,1204,KZK,CRO,False
ETM-BEN,1204,ETM,BEN,False
CEN-BAR,1204,CEN,BAR,False
BEL-GUA,1204,BEL,GUA,False
NIC-TUR,1204,NIC,TUR,False
KZK-ROM,1204,KZK,ROM,False
GUA-BEL,1204,GUA,BEL,False
NEW-MAA,1204,NEW,MAA,False
AAB-SWD,1204,AAB,SWD,False
MAC-SAL,1204,MAC,SAL,False
BEN-ETM,1204,BEN,ETM,False
COM-ARM,1204,COM,ARM,False
SWD-AAB,1204,SWD,AAB,False
MAA-NEW,1204,MAA,NEW,False
ROM-KZK,1204,ROM,KZK,False
BAR-CEN,1204,BAR,CEN,False
SAL-MAC,1204,SAL,MAC,False
SLU-SNM,1204,SLU,SNM,False
ETM-LIB,1204,ETM,LIB,False
ARM-MNC,1204,ARM,MNC,False
CRO-KZK,1204,CRO,KZK,False
ARM-COM,1204,ARM,COM,False
TUR-NIC,1204,TUR,NIC,False
BUL-KZK,1203,BUL,KZK,False
VAN-GAB,1203,VAN,GAB,False
SKN-DRV,1203,SKN,DRV,False
PAR-GRG,1203,PAR,GRG,False
SKN-MAW,1203,SKN,MAW,False
MAW-SKN,1203,MAW,SKN,False
GAB-VAN,1203,GAB,VAN,False
SWD-MOR,1203,SWD,MOR,False
AND-MAD,1203,AND,MAD,False
